COD_DANE,NOMBRE_MUNI,POB_TOTAL,POB_15_19,POB_15_24,PCT_MUJERES_15_24,PCT_RURAL,N_MATRIC_VIVE,PCT_MUJERES_MATRIC,N_MATRIC_NACE,N_BENEF,PCT_VICTIMAS_BENEF,PROM_GLOBAL_SABER,PROM_MATEMATICAS_SABER,PROM_LECTURA_SABER,N_EVALUADOS,EVALUADOS_POR_PERIODO,BRECHA_OFICIAL_SABER,BRECHA_GENERO_SABER,NOM_MPIO,longitud,latitud,TASA_MATRIC_VIVE,TASA_MATRIC_NACE,TASA_BENEF,BRECHA_GENERO_MATRIC
05628,SABANALARGA,7833,801,1507,47.64432647644327,63.29631048129708,4,50.0,6,90,30.0,219.93129770992365,44.717557251908396,46.87022900763359,262,131.0,,2.219285714285718,SABANALARGA,-75.816645,6.850028,2.6542800265428004,3.981420039814201,112.35955056179775,2.3556735235567317
05631,SABANETA,81797,4854,11593,50.797895281635476,14.290255143831681,3,66.66666666666666,1,0,,276.6207906295754,55.383308931185944,58.22371888726208,3415,487.85714285714283,41.382476627566746,-15.775018124081726,SABANETA,-75.615479,6.149903,0.2587768480979902,0.08625894936599672,0.0,15.868771385031181
05642,SALGAR,15782,1454,2714,49.6683861459101,62.85641870485363,8,37.5,6,140,17.142857142857142,232.34101382488478,46.894009216589865,51.23041474654378,434,217.0,,-14.627225319187204,SALGAR,-75.976807,5.964198,2.9476787030213707,2.210759027266028,96.28610729023383,-12.168386145910098
05647,SAN ANDRES DE CUERQUIA,6295,638,1198,48.330550918197,57.41064336775218,0,,2,180,26.666666666666668,227.0,45.8705035971223,48.906474820143885,278,139.0,,2.677506213753105,SAN ANDRES DE CUERQUIA,-75.674564,6.916676,0.0,1.669449081803005,282.13166144200625,
05649,SAN CARLOS,14480,1292,2366,46.66103127641589,51.26381215469613,7,57.14285714285714,14,124,54.83870967741935,230.19700748129677,46.942643391521194,49.80049875311721,802,401.0,,0.35909090909089514,SAN CARLOS,-74.988097,6.187746,2.9585798816568047,5.9171597633136095,95.97523219814241,10.481825866441248
05652,SAN FRANCISCO,5365,474,869,49.712313003452245,54.613233923578754,4,25.0,4,61,65.57377049180327,237.32911392405063,48.67088607594937,49.607594936708864,158,79.0,,7.868279569892451,SAN FRANCISCO,-75.101562,5.963476,4.602991944764097,4.602991944764097,128.69198312236287,-24.712313003452245
05656,SAN JERONIMO,13158,1153,2273,48.92212934447866,50.53959568323454,21,57.14285714285714,6,0,,230.56598240469208,46.29032258064516,49.75366568914956,682,341.0,,3.9532901833872813,SAN JERONIMO,-75.726975,6.44809,9.238891333040035,2.6396832380114383,0.0,8.220727798378476
05658,SAN JOSE DE LA MONTANA,2952,321,587,49.40374787052811,28.387533875338754,3,66.66666666666666,7,114,7.894736842105263,221.10714285714286,44.785714285714285,47.916666666666664,168,84.0,,-18.292943692088386,SAN JOSE DE LA MONTANA,-75.683352,6.85009,5.110732538330494,11.92504258943782,355.14018691588785,17.26291879613855
05659,SAN JUAN DE URABA,19992,2279,3821,48.75686992933787,66.86674669867946,32,56.25,40,152,28.947368421052634,212.77480916030535,42.63931297709924,46.62977099236641,1048,524.0,,-5.665428824049513,SAN JUAN DE URABA,-76.52857,8.758964,8.374771002355404,10.468463752944254,66.69591926283458,7.493130070662133
05660,SAN LUIS,11120,1045,1918,49.113660062565174,40.33273381294964,7,85.71428571428571,5,89,76.40449438202246,237.77243589743588,49.08974358974359,50.67948717948718,624,312.0,,-5.734497637148138,SAN LUIS,-74.993619,6.043017,3.6496350364963503,2.6068821689259645,85.16746411483253,36.600625651720534
05664,SAN PEDRO DE LOS MILAGROS,17119,1570,3180,50.59748427672957,38.203166072784626,1,100.0,3,125,6.4,245.07814407814408,49.998778998778995,52.614163614163616,1638,819.0,-37.02452000925285,-5.438873929008565,SAN PEDRO DE LOS MILAGROS,-75.556743,6.46012,0.31446540880503143,0.9433962264150944,79.61783439490445,49.40251572327043
05665,SAN PEDRO DE URABA,30527,3321,5792,44.9585635359116,59.137812428342116,74,58.108108108108105,78,185,45.94594594594595,220.27348394768134,44.98810939357907,47.29250891795481,1682,841.0,,-2.56777004470095,SAN PEDRO DE URABA,-76.380567,8.276884,12.776243093922652,13.466850828729282,55.70611261668172,13.149544572196504
05667,SAN RAFAEL,12578,1121,2097,48.73628993800668,42.52663380505645,9,77.77777777777779,6,232,63.793103448275865,238.10652920962198,48.61168384879725,50.74226804123711,582,291.0,,-16.116982922201146,SAN RAFAEL,-75.02849,6.293759,4.291845493562231,2.8612303290414878,206.95807314897414,29.041487839771108
05670,SAN ROQUE,17792,1617,2978,47.4479516453996,65.38331834532374,3,33.33333333333333,3,179,30.16759776536313,222.61511423550087,45.618629173989454,47.99472759226713,1138,569.0,,-10.374799196787166,SAN ROQUE,-75.019109,6.485939,1.0073875083948958,1.0073875083948958,110.69882498453927,-14.11461831206627
05674,SAN VICENTE FERRER,18051,1577,3158,46.20012666244458,70.55564788654368,35,62.857142857142854,24,41,9.75609756097561,243.03899082568807,49.74082568807339,51.46788990825688,872,436.0,,-8.561013793687067,SAN VICENTE FERRER,-75.332616,6.282164,11.082963901203295,7.599746675110829,25.99873176918199,16.657016194698272
05679,SANTA BARBARA,22030,1832,3384,47.6063829787234,52.95506128007263,1,100.0,3,69,1.4492753623188406,240.45720250521921,49.079331941544886,51.53027139874739,958,479.0,,-15.389092303936934,SANTA BARBARA,-75.567351,5.875527,0.29550827423167847,0.8865248226950354,37.66375545851528,52.3936170212766
05686,SANTA ROSA DE OSOS,31067,3026,5916,48.394185260311026,45.46946921170374,26,50.0,29,188,7.446808510638298,256.1320293398533,52.251344743276285,54.51784841075795,2045,681.6666666666666,50.3926643888893,-5.244467455621276,SANTA ROSA DE OSOS,-75.460723,6.643366,4.394861392832995,4.901960784313726,62.12822207534699,1.6058147396889737
05690,SANTO DOMINGO,9786,825,1597,45.71070757670632,73.18618434498264,1,100.0,2,276,13.043478260869565,231.1017369727047,47.20099255583126,49.7468982630273,806,403.0,,-9.703922663148262,SANTO DOMINGO,-75.164903,6.473032,0.6261740763932373,1.2523481527864746,334.54545454545456,54.28929242329368
05697,EL SANTUARIO,30311,2676,5325,51.417840375586856,23.268780310778265,54,68.51851851851852,29,26,7.6923076923076925,239.10005130836328,48.754232939969214,51.44843509492047,1949,389.8,4.915431958057894,-3.83391187844461,EL SANTUARIO,-75.265465,6.136871,10.140845070422534,5.446009389671361,9.715994020926756,17.100678142931663
05736,SEGOVIA,33690,3384,6671,48.68835257082896,18.106262986049273,185,67.56756756756756,130,268,15.298507462686567,213.33663366336634,42.271039603960396,47.051980198019805,1616,808.0,-15.326315789473682,-10.96080306566708,SEGOVIA,-74.701596,7.079648,27.731974216759106,19.487333233398292,79.19621749408984,18.879214996738604
05756,SONSON,31861,3031,5564,47.951114306254496,49.83522174445247,97,56.70103092783505,85,179,27.37430167597765,234.3393135725429,48.18408736349454,49.840873634945396,1282,427.3333333333333,,-3.847005400098169,SONSON,-75.309596,5.714851,17.43350107836089,15.276779295470885,59.05641702408446,8.749916621580553
05761,SOPETRAN,13748,1115,2222,49.41494149414942,53.01862089031132,31,64.51612903225806,14,103,7.766990291262135,220.45811518324606,45.07068062827225,47.54973821989529,764,382.0,-6.492105263157896,-2.025033905967433,SOPETRAN,-75.747378,6.500745,13.95139513951395,6.300630063006301,92.37668161434978,15.101187538108647
05789,TAMESIS,15012,1255,2262,49.823165340406725,54.016786570743406,1,100.0,2,98,1.0204081632653061,231.08212560386474,46.11835748792271,49.57487922705314,828,414.0,,-4.571408447397459,TAMESIS,-75.714429,5.664645,0.44208664898320066,0.8841732979664013,78.08764940239044,50.176834659593275
05790,TARAZA,22826,2399,4138,49.855002416626384,44.77788486813283,21,66.66666666666666,31,181,30.939226519337016,216.00151975683892,43.44528875379939,47.00759878419453,1316,658.0,,-14.332064297800343,TARAZA,-75.401407,7.580127,5.074915418076365,7.49154180763654,75.44810337640683,16.811664250040273
05792,TARSO,5663,563,1052,50.475285171102655,42.874801342044854,2,50.0,3,68,1.4705882352941175,236.79090909090908,48.96363636363636,50.054545454545455,220,110.0,,-8.74333333333334,TARSO,-75.822956,5.864542,1.9011406844106464,2.8517110266159698,120.78152753108348,-0.4752851711026551
05809,TITIRIBI,8316,677,1246,49.19743178170145,51.26262626262626,0,,0,25,0.0,233.22935779816513,47.06422018348624,50.87155963302752,218,109.0,,-3.7714996446339626,TITIRIBI,-75.791887,6.062391,0.0,0.0,36.92762186115214,
05819,TOLEDO,4930,450,826,45.64164648910412,65.51724137931035,1,0.0,1,125,53.6,218.3975903614458,43.674698795180724,47.493975903614455,166,83.0,,1.6711366538952745,TOLEDO,-75.692281,7.010328,1.2106537530266344,1.2106537530266344,277.77777777777777,-45.64164648910412
05837,TURBO,114434,12730,23218,50.55560341114652,60.087910935561105,899,61.179087875417125,638,0,,210.87226066897347,42.34227220299885,46.32670126874279,6936,3468.0,38.562344282193436,-1.5211803617382031,TURBO,-76.728858,8.089929,38.7199586527694,27.478680334223444,0.0,10.623484464270604
05842,URAMITA,6523,637,1149,47.693646649260224,69.61520772650621,0,,0,50,26.0,220.96969696969697,44.18939393939394,48.06818181818182,264,132.0,,-3.665964912280714,URAMITA,-76.173284,6.898393,0.0,0.0,78.49293563579278,
05847,URRAO,29004,2904,5296,48.99924471299094,46.22121086746655,4,75.0,5,182,60.98901098901099,223.2607099143207,45.260709914320685,48.33047735618115,1634,817.0,,-1.5539736164736269,URRAO,-76.133951,6.317343,0.7552870090634441,0.9441087613293052,62.67217630853994,26.000755287009063
05854,VALDIVIA,11511,1233,2243,47.52563530985287,72.21787855095127,8,62.5,9,232,35.3448275862069,227.9375,46.18181818181818,49.44886363636363,352,176.0,,-14.923660061178367,VALDIVIA,-75.439274,7.1652,3.5666518056174765,4.012483281319661,188.15896188158962,14.974364690147127
05856,VALPARAISO,5431,441,830,48.433734939759034,40.87645000920641,1,100.0,0,95,5.263157894736842,235.14414414414415,48.288288288288285,50.306306306306304,222,111.0,,-4.215093085106389,VALPARAISO,-75.624452,5.614555,1.2048192771084338,0.0,215.41950113378687,51.566265060240966
05858,VEGACHI,11134,1094,2041,49.19157275845174,32.00107777977367,4,100.0,8,127,13.385826771653544,215.5436408977556,43.49376558603491,47.14962593516209,802,401.0,,-7.028376664552951,VEGACHI,-74.798714,6.773525,1.9598236158745712,3.9196472317491424,116.08775137111517,50.80842724154826
05861,VENECIA,10280,854,1550,46.96774193548387,53.540856031128406,3,66.66666666666666,5,49,8.16326530612245,223.10384615384615,44.85,48.19230769230769,520,260.0,-36.53650793650792,-7.66973886328725,VENECIA,-75.735544,5.964693,1.935483870967742,3.225806451612903,57.37704918032787,19.698924731182785
05873,VIGIA DEL FUERTE,8139,988,1660,47.28915662650602,61.99778842609657,3,66.66666666666666,6,246,21.544715447154474,190.42410714285714,38.53125,40.495535714285715,448,224.0,,5.2862583049748935,VIGIA DEL FUERTE,-76.896004,6.588164,1.8072289156626506,3.6144578313253013,248.98785425101212,19.377510040160637
05885,YALI,6234,585,1042,49.04030710172745,51.106833493743984,1,100.0,3,100,8.0,210.64596273291926,43.04968944099379,46.391304347826086,322,161.0,,5.624446552814675,YALI,-74.840059,6.676554,0.9596928982725528,2.8790786948176583,170.94017094017093,50.95969289827255
05887,YARUMAL,36337,3585,6786,49.02740937223696,26.29275944629441,225,63.55555555555556,209,105,3.8095238095238098,244.6244541484716,50.13973799126637,52.429694323144105,2290,1145.0,4.210569966193788,-12.33795236273076,YARUMAL,-75.418828,6.963832,33.15649867374005,30.798703212496317,29.288702928870293,14.528146183318597
05890,YOLOMBO,19010,1785,3134,48.500319081046584,67.51709626512363,12,91.66666666666666,19,195,10.256410256410255,211.2716049382716,43.151675485008816,46.11287477954145,1134,567.0,,-6.371644143562179,YOLOMBO,-75.013385,6.594511,3.8289725590299937,6.062539885130823,109.24369747899159,43.16634758562007
05893,YONDO,17597,1655,3005,49.08485856905158,45.92828323009604,0,,1,172,23.25581395348837,227.90140845070422,47.50352112676056,48.55281690140845,568,284.0,,-14.601626016260184,YONDO,-73.912445,7.00396,0.0,0.33277870216306155,103.92749244712991,
05895,ZARAGOZA,24067,2520,4483,50.568815525317866,53.899530477417215,27,51.85185185185185,39,144,10.416666666666668,200.98447606727038,40.46830530401035,43.70116429495472,1546,773.0,46.20821661998133,-8.419964763918244,ZARAGOZA,-74.867075,7.488583,6.022752621012715,8.699531563685033,57.14285714285714,1.2830363265339813
