COD_DANE,NOMBRE_MUNI,TIPOLOGIA,CLUSTER,INDICE_BRECHA,POB_15_19,PCT_RURAL,TASA_MATRIC_VIVE,TASA_BENEF,PROM_GLOBAL_SABER,BRECHA_GENERO_MATRIC
05306,GIRALDO,C2 · alta % rural y baja Saber 11 global,1,67.0,473,63.37749653945026,16.073478760045923,188.16067653276954,219.74468085106383,22.289650647859602
05647,SAN ANDRES DE CUERQUIA,C2 · alta % rural y baja Saber 11 global,1,66.9,638,57.41064336775218,0.0,282.13166144200625,227.0,
05368,JERICO,C1 · alta Saber 11 global y baja % rural,0,66.9,892,37.78981966776228,1.2077294685990339,52.690582959641254,246.34069400630915,-0.4830917874396192
05664,SAN PEDRO DE LOS MILAGROS,C2 · alta % rural y baja Saber 11 global,1,66.5,1570,38.203166072784626,0.31446540880503143,79.61783439490445,245.07814407814408,49.40251572327043
05837,TURBO,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,66.1,12730,60.087910935561105,38.7199586527694,0.0,210.87226066897347,10.623484464270604
05315,GUADALUPE,C2 · alta % rural y baja Saber 11 global,1,65.8,531,61.04181951577403,1.027749229188078,265.5367231638418,236.5874125874126,50.256937307297015
05318,GUARNE,C1 · alta Saber 11 global y baja % rural,0,65.3,3343,59.06823529411764,13.194062671797692,15.554890816631767,259.4213615023474,8.16039032435404
05237,DONMATIAS,C1 · alta Saber 11 global y baja % rural,0,65.0,1317,22.08614864864865,0.0,13.66742596810934,246.29834254143645,
05756,SONSON,C2 · alta % rural y baja Saber 11 global,1,65.0,3031,49.83522174445247,17.43350107836089,59.05641702408446,234.3393135725429,8.749916621580553
05686,SANTA ROSA DE OSOS,C1 · alta Saber 11 global y baja % rural,0,64.5,3026,45.46946921170374,4.394861392832995,62.12822207534699,256.1320293398533,1.6058147396889737
05541,PENOL,C1 · alta Saber 11 global y baja % rural,0,63.5,1490,38.895058300943916,12.768817204301076,48.993288590604024,239.43259557344064,2.4299660441426028
05101,CIUDAD BOLIVAR,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,63.0,2109,36.80921193442062,13.982392542723977,51.209103840682786,236.12941176470588,-1.4509849051537316
05129,CALDAS,C1 · alta Saber 11 global y baja % rural,0,63.0,5625,19.349593495934958,0.15946420028703556,5.333333333333333,252.68631921824104,0.11959815021527476
05856,VALPARAISO,C2 · alta % rural y baja Saber 11 global,1,62.9,441,40.87645000920641,1.2048192771084338,215.41950113378687,235.14414414414415,51.566265060240966
05697,EL SANTUARIO,C1 · alta Saber 11 global y baja % rural,0,62.4,2676,23.268780310778265,10.140845070422534,9.715994020926756,239.10005130836328,17.100678142931663
05310,GOMEZ PLATA,C2 · alta % rural y baja Saber 11 global,1,61.5,658,48.24529447480267,0.0,273.5562310030395,239.9112426035503,
05667,SAN RAFAEL,C2 · alta % rural y baja Saber 11 global,1,61.5,1121,42.52663380505645,4.291845493562231,206.95807314897414,238.10652920962198,29.041487839771108
05390,LA PINTADA,C2 · alta % rural y baja Saber 11 global,1,61.2,739,11.512415349887133,1.297016861219196,106.90121786197564,229.94630872483222,2.1400778210116727
05212,COPACABANA,C1 · alta Saber 11 global y baja % rural,0,60.5,5875,18.631258253899762,0.5417118093174431,4.9361702127659575,261.01190476190476,7.197028323788885
05206,CONCEPCION,C2 · alta % rural y baja Saber 11 global,1,60.4,311,54.92886178861789,8.361204013377925,305.4662379421222,229.72619047619048,54.8494983277592
05088,BELLO,C1 · alta Saber 11 global y baja % rural,0,60.3,39033,4.308561302010164,0.4276171324226244,0.0,247.39165891060586,14.849840479131103
05360,ITAGUI,C1 · alta Saber 11 global y baja % rural,0,59.5,18901,10.118025914055261,0.39376462140689783,0.0,257.03501518731014,-8.352169997315862
05001,MEDELLIN,C1 · alta Saber 11 global y baja % rural,0,58.9,184184,1.676395519616162,0.4355686848015729,0.0,250.20656205917695,4.948015942566975
05264,ENTRERRIOS,C2 · alta % rural y baja Saber 11 global,1,58.9,783,42.02947845804989,1.876172607879925,160.91954022988506,261.14814814814815,17.510944340212625
05031,AMALFI,C2 · alta % rural y baja Saber 11 global,1,58.5,2110,42.33900814211695,17.749934742886975,169.19431279620852,230.67118644067796,21.67150337033796
05190,CISNEROS,C2 · alta % rural y baja Saber 11 global,1,57.1,684,13.5016835016835,0.0,219.29824561403507,229.89162561576356,
05631,SABANETA,C1 · alta Saber 11 global y baja % rural,0,55.8,4854,14.290255143831681,0.2587768480979902,0.0,276.6207906295754,15.868771385031181
05736,SEGOVIA,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,55.7,3384,18.106262986049273,27.731974216759106,79.19621749408984,213.33663366336634,18.879214996738604
05380,LA ESTRELLA,C1 · alta Saber 11 global y baja % rural,0,55.5,5005,14.24257155905187,0.1792435920415845,6.193806193806194,276.6694190504276,51.03961283384119
05142,CARACOLI,C2 · alta % rural y baja Saber 11 global,1,55.3,294,38.41693975296194,6.896551724137931,367.34693877551024,223.07766990291262,27.06896551724138
05440,MARINILLA,C1 · alta Saber 11 global y baja % rural,0,54.9,4755,26.080028969762807,17.169511710996428,9.253417455310199,258.49545454545455,16.07459607560574
05658,SAN JOSE DE LA MONTANA,C2 · alta % rural y baja Saber 11 global,1,54.5,321,28.387533875338754,5.110732538330494,355.14018691588785,221.10714285714286,17.26291879613855
05042,SANTA FE DE ANTIOQUIA,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,53.9,2053,33.11509303928325,35.74950690335306,32.63516804676084,229.86529318541997,11.134122287968445
05615,RIONEGRO,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,53.5,9266,33.45103092783505,24.986202398274045,0.0,258.4699438202247,10.889708046978953
05147,CAREPA,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,52.8,5363,31.13026819923372,33.856571252693136,54.260674995338434,231.79319258940112,15.250753145489995
05607,RETIRO,C1 · alta Saber 11 global y baja % rural,0,52.6,1493,41.09661835748793,17.380109430318637,18.08439383791025,281.7111650485437,8.807471778183071
05400,LA UNION,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,51.4,1902,39.539698589243585,34.44676409185804,31.545741324921135,249.34034416826003,4.440279622951849
05266,ENVIGADO,C1 · alta Saber 11 global y baja % rural,0,50.6,13008,4.5679424958929005,0.375670229841877,0.0,286.3516282844679,-4.325175183410899
05887,YARUMAL,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,49.7,3585,26.29275944629441,33.15649867374005,29.288702928870293,244.6244541484716,14.528146183318597
05172,CHIGORODO,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,49.3,6073,16.231732776617953,36.150936757850296,53.68022394203853,225.24618261140543,7.14385535088266
05579,PUERTO BERRIO,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,48.7,3314,14.564821608108474,41.48606811145511,42.84852142426071,217.3562091503268,15.25460930640913
05045,APARTADO,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,48.1,11481,19.087151556812874,41.64246459050087,0.0,232.41408690712865,8.4071396779879
05034,ANDES,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,47.2,3457,49.70899748322148,51.342578931838304,32.10876482499277,244.51227154046998,15.84724751817069
05364,JARDIN,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,47.1,1099,47.22694040321985,44.14498141263941,61.874431301182895,250.4306049822064,13.856877323420079
05148,EL CARMEN DE VIBORAL,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,46.0,4599,38.947895234388035,38.15694744420446,13.698630136986301,266.41257668711654,17.160050376562864
05321,GUATAPE,C2 · alta % rural y baja Saber 11 global,1,44.3,543,25.703324808184142,11.274934952298352,348.0662983425414,248.30701754385964,5.017012475815598
05154,CAUCASIA,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,43.2,8395,12.258460521500998,40.332745147466596,13.579511614055985,244.31125265392782,10.101737774136616
05376,LA CEJA,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,41.9,4829,12.91718586872327,33.09254197579071,6.83371298405467,265.5110477548111,10.131551212365196
05353,HISPANIA,C3 · alta matrícula UdeA /1.000 jóv. y alta matrícula por origen /1.000,2,41.3,427,33.27272727272727,46.482412060301506,65.57377049180329,252.95454545454547,10.525600977862283
05150,CAROLINA,C2 · alta % rural y baja Saber 11 global,1,40.1,277,20.96918935088244,4.25531914893617,530.6859205776174,238.96296296296296,2.5531914893617014
