CLUSTER,LOG_POB_15_19,PCT_RURAL,TASA_MATRIC_VIVE,TASA_MATRIC_NACE,TASA_BENEF,PROM_GLOBAL_SABER,BRECHA_GENERO_MATRIC
C1,1.076908426379866,-1.0998219128758648,-0.374523429588994,-0.5564749901083339,-0.9126635671093104,1.362355753033232,-0.5140661296908486
C2,-0.3928361835563944,0.4109028042235225,-0.3425533670370425,-0.29052893219807935,0.3295098190532106,-0.3770836187643891,0.14311160799531747
C3,0.8530094256059771,-0.9219843077207075,2.211952636969863,2.1429470457463173,-0.70504506592111,0.4515107507293586,-0.17468686161512534
