SEDE,FACULTAD,NOMBRE_MUNI_VIVE,PROGRAMA,PROB_RIESGO,DECIL_RIESGO
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA AGROINDUSTRIAL-URABA,0.6607,9
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,MARINILLA,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.6603,9
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA BIOQUIMICA-URABA,0.6602,9
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,GUARNE,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.6599,9
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,LA CEJA,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.6597,9
MEDELLIN,FACULTAD DE INGENIERIA,CAREPA,INGENIERIA DE TELECOMUNICACIONES REGION,0.659,9
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,LA CEJA,DESARROLLO TERRITORIAL- CARMEN DE VIBORAL,0.6585,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,BRICENO,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.6566,9
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN MATEMATICAS-CARMEN DE VIBORAL,0.656,9
CAREPA,FACULTAD DE INGENIERIA,NECOCLI,INGENIERIA AGROINDUSTRIAL-URABA,0.6558,9
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,LA CEJA,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.6557,9
MEDELLIN,FACULTAD DE INGENIERIA,TURBO,INGENIERIA INDUSTRIAL REGION,0.6554,9
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,TURBO,ADMINISTRACION DE EMPRESAS - TURBO,0.6552,9
APARTADO,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA SANITARIA-APARTADO,0.6552,9
STAFEANT,FACULTAD DE COMUNICACIONES Y FILOLOGIA,SOPETRAN,COMUNICACION SOCIAL - PERIODISMO SANTA FE DE ANTIOQUIA,0.6551,9
MEDELLIN,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA DE SISTEMAS - REGION,0.6551,9
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,RETIRO,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.655,9
MEDELLIN,FACULTAD DE INGENIERIA,TURBO,INGENIERIA INDUSTRIAL REGION,0.6547,9
MEDELLIN,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA DE SISTEMAS - REGION,0.6547,9
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,MARINILLA,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.6533,9
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,MEDELLIN,GESTION EN ECOLOGIA Y TURISMO - CARMEN DE VIBORAL,0.6521,9
CAREPA,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,CAREPA,BIOLOGIA- CAREPA,0.652,9
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,GUARNE,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.6511,9
CAUCASIA,FACULTAD DE EDUCACION,CAUCASIA,LICENCIATURA EN MATEMATICAS-CAUCASIA,0.6503,9
MEDELLIN,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA INDUSTRIAL REGION,0.65,9
TURBO,FACULTAD DE INGENIERIA,CAREPA,INGENIERIA OCEANOGRAFICA - TURBO,0.6492,9
MEDELLIN,FACULTAD DE INGENIERIA,TURBO,INGENIERIA INDUSTRIAL REGION,0.6489,9
P-BERRIO,FACULTAD NACIONAL DE SALUD PUBLICA,PUERTO BERRIO,ADMINISTRACION AMBIENTAL Y SANITARIA-PUERTO BERRIO,0.6487,9
MEDELLIN,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA INDUSTRIAL REGION,0.6484,9
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,LA CEJA,ADMINISTRACION DE EMPRESAS - CARMEN DE VIBORAL,0.6478,9
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,EL CARMEN DE VIBORAL,INGENIERIA DE ALIMENTOS - CARMEN DE VIBORAL,0.6476,9
CAREPA,FACULTAD DE INGENIERIA,TURBO,INGENIERIA BIOQUIMICA-URABA,0.6475,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,APARTADO,INGENIERIA AGROPECUARIA-CAREPA,0.647,9
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA AGROINDUSTRIAL-URABA,0.6462,9
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,EL CARMEN DE VIBORAL,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.6459,9
P-BERRIO,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,PUERTO NARE,DERECHO - PUERTO BERRIO,0.6456,9
MEDELLIN,FACULTAD DE INGENIERIA,CHIGORODO,INGENIERIA AMBIENTAL REGION,0.6444,9
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA BIOQUIMICA-URABA,0.6443,9
P-BERRIO,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,PUERTO BERRIO,TECNOLOGIA EN REGENCIA DE FARMACIA - PUERTO BERRIO,0.644,9
CAREPA,FACULTAD DE INGENIERIA,CAREPA,INGENIERIA AGROINDUSTRIAL-URABA,0.6439,9
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,MONTELIBANO,ADMINISTRACION EN SALUD-CAUCASIA,0.6434,9
CARMENVI,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,MEDELLIN,BIOLOGIA - CARMEN DE VIBORAL,0.6434,9
APARTADO,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA SANITARIA-APARTADO,0.6432,9
CAREPA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,ARBOLETES,DERECHO - CAREPA,0.6431,9
CARMENVI,FACULTAD DE EDUCACION,SAN CARLOS,PEDAGOGIA EN RURALIDAD Y PAZ -CARMEN DE VIBORAL,0.6429,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CAREPA,INGENIERIA AGROPECUARIA-CAREPA,0.6425,9
APARTADO,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA CIVIL-APARTADO,0.6421,9
CAUCASIA,FACULTAD DE EDUCACION,CACERES,LICENCIATURA EN MATEMATICAS-CAUCASIA,0.6416,9
CAREPA,FACULTAD DE INGENIERIA,CHIGORODO,INGENIERIA AGROINDUSTRIAL-URABA,0.6415,9
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA BIOQUIMICA-URABA,0.6405,9
CARMENVI,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,LA UNION,MATEMATICAS - CARMEN DE VIBORAL,0.6403,9
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA BIOQUIMICA-URABA,0.6399,9
TURBO,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,TURBO,TECNOLOGIA EN REGENCIA DE FARMACIA - TURBO,0.6399,9
TURBO,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,TURBO,ECOLOGIA DE ZONAS COSTERAS - TURBO,0.6395,9
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,LA CEJA,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.6368,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,TURBO,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.6361,9
CARMENVI,FACULTAD DE COMUNICACIONES Y FILOLOGIA,EL CARMEN DE VIBORAL,FILOLOGIA HISPANICA-CARMEN DE VIBORAL,0.635,9
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN CIENCIAS NATURALES-TURBO,0.6346,9
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,GUARNE,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.6344,9
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.6342,9
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,EL PENOL,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.6338,9
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,TURBO,DESARROLLO TERRITORIAL- TURBO,0.6333,9
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA BIOQUIMICA-URABA,0.633,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CHIGORODO,INGENIERIA AGROPECUARIA-CAREPA,0.6324,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,APARTADO,INGENIERIA AGROPECUARIA-CAREPA,0.6323,9
CARMENVI,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,RETIRO,BIOLOGIA - CARMEN DE VIBORAL,0.6322,9
CAREPA,FACULTAD DE INGENIERIA,TURBO,INGENIERIA AGROINDUSTRIAL-URABA,0.6318,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CAREPA,INGENIERIA AGROPECUARIA-CAREPA,0.6318,9
CAUCASIA,FACULTAD DE EDUCACION,CAUCASIA,LICENCIATURA EN MATEMATICAS-CAUCASIA,0.6308,9
CARMENVI,FACULTAD DE ARTES,LA CEJA,LICENCIATURA EN ARTES PLASTICAS - CARMEN DE VIBORAL,0.6302,9
MEDELLIN,FACULTAD DE INGENIERIA,TURBO,INGENIERIA DE SISTEMAS - REGION,0.63,9
APARTADO,FACULTAD DE INGENIERIA,CAREPA,INGENIERIA CIVIL-APARTADO,0.6296,9
TURBO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA OCEANOGRAFICA - TURBO,0.6294,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,ANDES,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.629,9
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,LA CEJA,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.6277,9
CARMENVI,FACULTAD DE EDUCACION,SAN RAFAEL,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.6268,9
APARTADO,FACULTAD DE COMUNICACIONES Y FILOLOGIA,APARTADO,COMUNICACION SOCIAL - PERIODISMO APARTADO,0.6268,9
ANDES,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,ANDES,BIOLOGIA - ANDES,0.6262,9
CARMENVI,FACULTAD DE ARTES,LA UNION,LICENCIATURA EN ARTES PLASTICAS - CARMEN DE VIBORAL,0.6261,9
ANDES,ESCUELA DE MICROBIOLOGIA,JARDIN,MICROBIOLOGIA INDUSTRIAL Y AMBIENTAL-ANDES,0.626,9
CAUCASIA,FACULTAD DE EDUCACION,CAUCASIA,LICENCIATURA EN MATEMATICAS-CAUCASIA,0.6259,9
MEDELLIN,FACULTAD DE INGENIERIA,CAREPA,INGENIERIA DE SISTEMAS - REGION,0.6257,9
CAUCASIA,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,SAN JOSE DE URE,PSICOLOGIA - CAUCASIA,0.6257,9
TURBO,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,SAN JUAN DE URABA,ECOLOGIA DE ZONAS COSTERAS - TURBO,0.6251,9
TURBO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA OCEANOGRAFICA - TURBO,0.625,9
CAUCASIA,FACULTAD DE CIENCIAS AGRARIAS,CACERES,INGENIERIA AGROPECUARIA - CAUCASIA,0.6247,9
STAFEANT,FACULTAD DE COMUNICACIONES Y FILOLOGIA,SANTAFE DE ANTIOQUIA,COMUNICACION SOCIAL - PERIODISMO SANTA FE DE ANTIOQUIA,0.6247,9
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,TURBO,DESARROLLO TERRITORIAL- TURBO,0.6239,9
CARMENVI,ESCUELA DE MICROBIOLOGIA,RIONEGRO,MICROBIOLOGIA INDUSTRIAL Y AMBIENTAL-CARMEN DE VIBORAL,0.6235,9
CARMENVI,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,LA CEJA,BIOLOGIA - CARMEN DE VIBORAL,0.6228,9
APARTADO,FACULTAD DE INGENIERIA,CAREPA,INGENIERIA SANITARIA-APARTADO,0.6225,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,PUEBLORRICO,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.6218,9
CARMENVI,FACULTAD DE COMUNICACIONES Y FILOLOGIA,SAN VICENTE,FILOLOGIA HISPANICA-CARMEN DE VIBORAL,0.6212,9
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN EDUCACION INFANTIL-TURBO,0.6208,9
APARTADO,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA SANITARIA-APARTADO,0.6207,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,NECOCLI,INGENIERIA AGROPECUARIA-CAREPA,0.6204,9
ANDES,FACULTAD DE CIENCIAS AGRARIAS,HISPANIA,INGENIERIA AGROPECUARIA - ANDES,0.62,9
CAREPA,FACULTAD DE INGENIERIA,CAREPA,INGENIERIA BIOQUIMICA-URABA,0.6198,9
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,LA CEJA,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.6188,9
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN CIENCIAS SOCIALES-CARMEN DE VIBORAL,0.6183,9
APARTADO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA CIVIL-APARTADO,0.6159,9
CARMENVI,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,RIONEGRO,BIOLOGIA - CARMEN DE VIBORAL,0.6157,9
MEDELLIN,FACULTAD DE INGENIERIA,CHIGORODO,INGENIERIA INDUSTRIAL REGION,0.6155,9
TURBO,FACULTAD DE EDUCACION,MEDELLIN,LICENCIATURA EN CIENCIAS NATURALES-TURBO,0.615,9
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,ENTRENAMIENTO DEPORTIVO - ANDES,0.6149,9
APARTADO,ESCUELA DE MICROBIOLOGIA,APARTADO,MICROBIOLOGIA INDUSTRIAL Y AMBIENTAL-URABA (APARTADO),0.6138,9
SEGOVIA,FACULTAD NACIONAL DE SALUD PUBLICA,REMEDIOS,TECNOLOGIA EN ADMINISTRACION DE SERVICIOS DE SALUD-SEGOVIA,0.6134,9
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.6133,9
APARTADO,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA SANITARIA-APARTADO,0.6129,9
APARTADO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA CIVIL-APARTADO,0.6128,9
SEGOVIA,FACULTAD NACIONAL DE SALUD PUBLICA,REMEDIOS,ADMINISTRACION AMBIENTAL Y SANITARIA- SEGOVIA,0.6126,9
MEDELLIN,FACULTAD DE INGENIERIA,SAN PEDRO DE URABA,INGENIERIA AMBIENTAL REGION,0.6114,9
TURBO,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,TURBO,OCEANOGRAFIA - TURBO,0.611,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CHIGORODO,INGENIERIA AGROPECUARIA-CAREPA,0.6105,9
APARTADO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA CIVIL-APARTADO,0.6103,9
ANDES,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,ANDES,BIOLOGIA - ANDES,0.6102,9
MEDELLIN,FACULTAD DE INGENIERIA,CAREPA,INGENIERIA AMBIENTAL REGION,0.6095,9
CAREPA,FACULTAD DE INGENIERIA,TURBO,INGENIERIA BIOQUIMICA-URABA,0.6091,9
APARTADO,FACULTAD DE ARTES,APARTADO,LICENCIATURA EN MUSICA - APARTADO,0.6084,9
TURBO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA OCEANOGRAFICA - TURBO,0.6084,9
CARMENVI,FACULTAD DE ARTES,EL CARMEN DE VIBORAL,GESTION CULTURAL - CARMEN DE VIBORAL,0.6082,9
SEGOVIA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANGOSTURA,LICENCIATURA EN EDUCACION FISICA - SEGOVIA,0.608,9
CAREPA,FACULTAD DE INGENIERIA,CHIGORODO,INGENIERIA AGROINDUSTRIAL-URABA,0.6077,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,LA UNION,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.6073,9
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,RIONEGRO,INGENIERIA DE ALIMENTOS - CARMEN DE VIBORAL,0.6068,9
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,AYAPEL,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.6066,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,APARTADO,INGENIERIA AGROPECUARIA-CAREPA,0.6066,9
APARTADO,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA SANITARIA-APARTADO,0.6058,9
MEDELLIN,FACULTAD DE INGENIERIA,CHIGORODO,INGENIERIA INDUSTRIAL REGION,0.6037,9
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA AGROINDUSTRIAL-URABA,0.6018,9
APARTADO,FACULTAD DE INGENIERIA,SAN JUAN DE URABA,INGENIERIA SANITARIA-APARTADO,0.6014,9
CAREPA,FACULTAD DE INGENIERIA,TURBO,INGENIERIA BIOQUIMICA-URABA,0.6011,9
CAREPA,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,SAN JUAN DE URABA,BIOLOGIA- CAREPA,0.601,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,MEDELLIN,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.6009,9
TURBO,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,TURBO,ECOLOGIA DE ZONAS COSTERAS - TURBO,0.6007,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CHIGORODO,INGENIERIA AGROPECUARIA-CAREPA,0.6007,9
CARMENVI,FACULTAD DE ARTES,DESCONOCIDO,LICENCIATURA EN ARTES PLASTICAS - CARMEN DE VIBORAL,0.6005,9
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,LA APARTADA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.6005,9
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN MATEMATICAS-TURBO,0.6001,9
TURBO,FACULTAD DE EDUCACION,APARTADO,PEDAGOGIA EN RURALIDAD Y PAZ - TURBO,0.6,9
APARTADO,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA CIVIL-APARTADO,0.6,9
TURBO,FACULTAD DE EDUCACION,MEDELLIN,LICENCIATURA EN FISICA - TURBO,0.5999,9
CARMENVI,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,MARINILLA,BIOLOGIA - CARMEN DE VIBORAL,0.5998,9
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,EL CARMEN DE VIBORAL,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.5995,9
TURBO,FACULTAD DE INGENIERIA,ARMENIA,INGENIERIA OCEANOGRAFICA - TURBO,0.5994,9
CAREPA,FACULTAD DE INGENIERIA,CAREPA,INGENIERIA BIOQUIMICA-URABA,0.5988,9
ANDES,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,CIUDAD BOLIVAR,TECNOLOGIA EN REGENCIA DE FARMACIA - ANDES,0.5984,9
AMALFI,FACULTAD DE EDUCACION,AMALFI,PEDAGOGIA EN RURALIDAD Y PAZ- AMALFI,0.5983,9
CAREPA,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,CHIGORODO,BIOLOGIA- CAREPA,0.5982,9
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN MATEMATICAS-TURBO,0.5979,9
MEDELLIN,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA AMBIENTAL REGION,0.5979,9
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,ENTRENAMIENTO DEPORTIVO - ANDES,0.5975,9
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,ENTRENAMIENTO DEPORTIVO - ANDES,0.5972,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CAREPA,INGENIERIA AGROPECUARIA-CAREPA,0.5963,9
CAUCASIA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CAUCASIA,LICENCIATURA EN EDUCACION FISICA - CAUCASIA,0.5962,9
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,LA CEJA,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.5959,9
MEDELLIN,FACULTAD DE INGENIERIA,CHIGORODO,INGENIERIA DE SISTEMAS - REGION,0.5951,9
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,ENTRENAMIENTO DEPORTIVO - ANDES,0.595,9
CARMENVI,FACULTAD DE EDUCACION,RIONEGRO,LICENCIATURA EN CIENCIAS SOCIALES-CARMEN DE VIBORAL,0.5947,9
MEDELLIN,FACULTAD DE INGENIERIA,CHIGORODO,INGENIERIA INDUSTRIAL REGION,0.594,9
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,JARDIN,ENTRENAMIENTO DEPORTIVO - ANDES,0.5937,9
CARMENVI,FACULTAD DE EDUCACION,RIONEGRO,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.5928,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CAREPA,INGENIERIA AGROPECUARIA-CAREPA,0.5927,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,MEDELLIN,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.5927,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,MEDELLIN,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.5926,9
CAUCASIA,FACULTAD DE EDUCACION,CAUCASIA,LICENCIATURA EN EDUCACION INFANTIL - CAUCASIA,0.5923,9
TURBO,FACULTAD DE EDUCACION,TURBO,PEDAGOGIA EN RURALIDAD Y PAZ - TURBO,0.5917,9
ANDES,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,JARDIN,BIOLOGIA - ANDES,0.591,9
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.5908,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,YARUMAL,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.5902,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CHIGORODO,INGENIERIA AGROPECUARIA-CAREPA,0.5901,9
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.5898,9
CAUCASIA,FACULTAD DE EDUCACION,ZARAGOZA,LICENCIATURA EN MATEMATICAS-CAUCASIA,0.5892,9
APARTADO,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA SANITARIA-APARTADO,0.5887,9
CARMENVI,FACULTAD DE ARTES,RIONEGRO,GESTION CULTURAL - CARMEN DE VIBORAL,0.5884,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,BELLO,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.588,9
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA BIOQUIMICA-URABA,0.5879,9
AMALFI,FACULTAD DE EDUCACION,AMALFI,PEDAGOGIA EN RURALIDAD Y PAZ- AMALFI,0.5879,9
APARTADO,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA SANITARIA-APARTADO,0.5876,9
TURBO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA OCEANOGRAFICA - TURBO,0.5874,9
CARMENVI,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,RIONEGRO,BIOLOGIA - CARMEN DE VIBORAL,0.5872,9
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.587,9
CARMENVI,FACULTAD DE ARTES,RIONEGRO,LICENCIATURA EN ARTES PLASTICAS - CARMEN DE VIBORAL,0.5868,9
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.5864,9
CARMENVI,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,MARINILLA,BIOLOGIA - CARMEN DE VIBORAL,0.5855,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CAREPA,INGENIERIA AGROPECUARIA-CAREPA,0.5855,9
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,TURBO,DESARROLLO TERRITORIAL- TURBO,0.5853,9
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,JARDIN,ENTRENAMIENTO DEPORTIVO - ANDES,0.5847,9
AMALFI,FACULTAD DE EDUCACION,YOLOMBO,PEDAGOGIA EN RURALIDAD Y PAZ- AMALFI,0.5846,9
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,EL SANTUARIO,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.584,9
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.5836,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,YARUMAL,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.5828,9
MEDELLIN,FACULTAD DE INGENIERIA,DABEIBA,INGENIERIA INDUSTRIAL REGION,0.5827,9
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,SOPETRAN,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.582,9
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,APARTADO,INGENIERIA AGROPECUARIA-CAREPA,0.5815,9
SEGOVIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,REMEDIOS,DERECHO SEGOVIA,0.581,9
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,ENTRENAMIENTO DEPORTIVO - ANDES,0.5801,9
CAREPA,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA BIOQUIMICA-URABA,0.58,9
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN EDUCACION INFANTIL-TURBO,0.5797,9
CARMENVI,FACULTAD DE EDUCACION,MARINILLA,LICENCIATURA EN MATEMATICAS-CARMEN DE VIBORAL,0.5796,9
CARMENVI,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,LA UNION,BIOLOGIA - CARMEN DE VIBORAL,0.5795,9
CARMENVI,FACULTAD DE ARTES,EL CARMEN DE VIBORAL,GESTION CULTURAL - CARMEN DE VIBORAL,0.5793,9
