SEDE,FACULTAD,NOMBRE_MUNI_VIVE,PROGRAMA,PROB_RIESGO,DECIL_RIESGO
TURBO,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,SAN PEDRO DE URABA,TECNOLOGIA EN REGENCIA DE FARMACIA - TURBO,0.1828,6
SONSON,FACULTAD NACIONAL DE SALUD PUBLICA,SONSON,ADMINISTRACION EN SALUD - SONSON,0.1828,6
CARMENVI,FACULTAD DE ARTES,EL CARMEN DE VIBORAL,LICENCIATURA EN MUSICA-CARMEN DE VIBORAL,0.1828,6
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,RIONEGRO,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.1826,6
SONSON,FACULTAD NACIONAL DE SALUD PUBLICA,SONSON,ADMINISTRACION EN SALUD - SONSON,0.1824,6
CAUCASIA,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,EL BAGRE,TECNOLOGIA EN REGENCIA DE FARMACIA - CAUCASIA,0.1823,6
CARMENVI,FACULTAD DE EDUCACION,LA CEJA,LICENCIATURA EN CIENCIAS NATURALES-CARMEN DE VIBORAL,0.1822,6
P-BERRIO,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,PUERTO BERRIO,DERECHO - PUERTO BERRIO,0.1821,6
TURBO,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,BELLO,ECOLOGIA DE ZONAS COSTERAS - TURBO,0.1821,6
CAUCASIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,CAUCASIA,DERECHO - CAUCASIA,0.1818,6
SONSON,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,SONSON,LICENCIATURA EN EDUCACION FISICA - SONSON,0.1818,6
CARMENVI,FACULTAD DE ARTES,EL CARMEN DE VIBORAL,LICENCIATURA EN MUSICA-CARMEN DE VIBORAL,0.1818,6
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,CAREPA,DESARROLLO TERRITORIAL- TURBO,0.1818,6
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,NECHI,ADMINISTRACION AMBIENTAL Y SANITARIA- CAUCASIA,0.1817,6
YARUMAL,FACULTAD DE EDUCACION,MEDELLIN,LICENCIATURA EN CIENCIAS NATURALES- YARUMAL,0.1817,6
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CHIGORODO,INGENIERIA AGROPECUARIA-CAREPA,0.1817,6
SONSON,FACULTAD NACIONAL DE SALUD PUBLICA,MEDELLIN,ADMINISTRACION EN SALUD - SONSON,0.1816,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,CONTADURIA PUBLICA- CAUCASIA,0.1816,6
CARMENVI,FACULTAD DE EDUCACION,MEDELLIN,LICENCIATURA EN CIENCIAS SOCIALES-CARMEN DE VIBORAL,0.1815,6
ANDES,FACULTAD DE EDUCACION,ANDES,LICENCIATURA EN EDUCACION ESPECIAL - ANDES,0.1814,6
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN MATEMATICAS-TURBO,0.1814,6
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,GUARNE,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.1812,6
TURBO,FACULTAD DE EDUCACION,SAN PEDRO DE URABA,LICENCIATURA EN CIENCIAS NATURALES-TURBO,0.1811,6
CARMENVI,FACULTAD DE MEDICINA,SAN VICENTE,TECNOLOGIA EN ATENCION PREHOSPITALARIA- CARMEN DE VIBORAL,0.1809,6
CAUCASIA,FACULTAD DE EDUCACION,MONTELIBANO,LICENCIATURA EN MATEMATICAS-CAUCASIA,0.1809,6
APARTADO,FACULTAD DE CIENCIAS ECONOMICAS,APARTADO,CONTADURIA PUBLICA- URABA (APARTADO),0.1808,6
ANDES,FACULTAD DE CIENCIAS ECONOMICAS,SALGAR,GESTION EN ECOLOGIA Y TURISMO - ANDES,0.1807,6
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,RETIRO,INGENIERIA DE ALIMENTOS - CARMEN DE VIBORAL,0.1806,6
AMALFI,FACULTAD DE CIENCIAS ECONOMICAS,AMALFI,GESTION EN ECOLOGIA Y TURISMO - AMALFI,0.1804,6
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,TURBO,DESARROLLO TERRITORIAL- TURBO,0.1804,6
TURBO,FACULTAD DE EDUCACION,APARTADO,PEDAGOGIA EN RURALIDAD Y PAZ - TURBO,0.1803,6
AMALFI,FACULTAD DE CIENCIAS ECONOMICAS,AMALFI,GESTION EN ECOLOGIA Y TURISMO - AMALFI,0.1802,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,AYAPEL,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.18,6
P-BERRIO,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,PUERTO BERRIO,TECNOLOGIA EN REGENCIA DE FARMACIA - PUERTO BERRIO,0.1799,6
ANDES,FACULTAD DE CIENCIAS AGRARIAS,CIUDAD BOLIVAR,INGENIERIA AGROPECUARIA - ANDES,0.1798,6
CAUCASIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,CAUCASIA,DERECHO - CAUCASIA,0.1796,6
ANDES,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,SIBUNDOY,DERECHO - ANDES,0.1795,6
CAUCASIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,CAUCASIA,DERECHO - CAUCASIA,0.1795,6
CARMENVI,ESCUELA DE IDIOMAS,MARINILLA,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES- CARMEN DE VIBORAL,0.1793,6
STAFEANT,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,BETULIA,LICENCIATURA EN EDUCACION FISICA - SANTA FE DE ANTIOQUIA,0.1792,6
P-BERRIO,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,PUERTO BERRIO,LICENCIATURA EN EDUCACION FISICA - PUERTO BERRIO,0.1791,6
STAFEANT,FACULTAD NACIONAL DE SALUD PUBLICA,MEDELLIN,ADMINISTRACION EN SALUD - SANTA FE,0.179,6
SEGOVIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,SEGOVIA,DERECHO SEGOVIA,0.1789,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.1787,6
TURBO,FACULTAD DE EDUCACION,APARTADO,PEDAGOGIA EN RURALIDAD Y PAZ - TURBO,0.1786,6
CARMENVI,ESCUELA DE IDIOMAS,GUARNE,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES- CARMEN DE VIBORAL,0.1786,6
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,CAUCASIA,ADMINISTRACION AMBIENTAL Y SANITARIA- CAUCASIA,0.1785,6
CAUCASIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,CAUCASIA,DERECHO - CAUCASIA,0.1785,6
SEGOVIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,SEGOVIA,DERECHO SEGOVIA,0.1784,6
CARMENVI,FACULTAD DE EDUCACION,RETIRO,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.1781,6
CARMENVI,FACULTAD DE ARTES,RIONEGRO,LICENCIATURA EN MUSICA-CARMEN DE VIBORAL,0.1778,6
TURBO,FACULTAD DE EDUCACION,NECOCLI,LICENCIATURA EN CIENCIAS NATURALES-TURBO,0.1771,6
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,EL CARMEN DE VIBORAL,CONTADURIA PUBLICA - CARMEN DE VIBORAL,0.177,6
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,APARTADO,ADMINISTRACION DE EMPRESAS - TURBO,0.1768,6
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,JARDIN,ENTRENAMIENTO DEPORTIVO - ANDES,0.1768,6
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,ENTRENAMIENTO DEPORTIVO - ANDES,0.1766,6
SEGOVIA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,SEGOVIA,LICENCIATURA EN EDUCACION FISICA - SEGOVIA,0.1762,6
STAFEANT,FACULTAD DE CIENCIAS ECONOMICAS,SANTAFE DE ANTIOQUIA,CONTADURIA PUBLICA- SANTA FE DE ANTIOQUIA,0.1761,6
CAUCASIA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CAUCASIA,LICENCIATURA EN EDUCACION FISICA - CAUCASIA,0.1761,6
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,RIONEGRO,DESARROLLO TERRITORIAL- CARMEN DE VIBORAL,0.1761,6
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,TARAZA,ADMINISTRACION EN SALUD-CAUCASIA,0.1758,6
SEGOVIA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,SEGOVIA,LICENCIATURA EN EDUCACION FISICA - SEGOVIA,0.1757,6
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,RIONEGRO,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.1756,6
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA-CV,0.1754,6
CAUCASIA,FACULTAD DE EDUCACION,CACERES,LICENCIATURA EN EDUCACION INFANTIL - CAUCASIA,0.1753,6
ANDES,FACULTAD NACIONAL DE SALUD PUBLICA,HISPANIA,ADMINISTRACION AMBIENTAL Y SANITARIA- ANDES,0.1752,6
P-BERRIO,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,PUERTO BERRIO,DERECHO - PUERTO BERRIO,0.1752,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,ZARAGOZA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.1748,6
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CHIGORODO,INGENIERIA AGROPECUARIA-CAREPA,0.1748,6
P-BERRIO,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,PUERTO BERRIO,LICENCIATURA EN EDUCACION FISICA - PUERTO BERRIO,0.1748,6
AMALFI,FACULTAD DE EDUCACION,AMALFI,PEDAGOGIA EN RURALIDAD Y PAZ- AMALFI,0.1747,6
ANDES,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,JARDIN,DERECHO - ANDES,0.1746,6
SEGOVIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,SEGOVIA,DERECHO SEGOVIA,0.1746,6
AMALFI,FACULTAD DE CIENCIAS ECONOMICAS,AMALFI,GESTION EN ECOLOGIA Y TURISMO - AMALFI,0.1745,6
TURBO,FACULTAD DE EDUCACION,BELLO,PEDAGOGIA EN RURALIDAD Y PAZ - TURBO,0.1745,6
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,LA CEJA,DESARROLLO TERRITORIAL- CARMEN DE VIBORAL,0.1745,6
ANDES,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,ANDES,BIOLOGIA - ANDES,0.1743,6
APARTADO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN EDUCACION ESPECIAL - APARTADO,0.1742,6
CARMENVI,FACULTAD DE EDUCACION,LA CEJA,LICENCIATURA EN CIENCIAS NATURALES-CARMEN DE VIBORAL,0.1739,6
AMALFI,FACULTAD DE EDUCACION,YOLOMBO,PEDAGOGIA EN RURALIDAD Y PAZ- AMALFI,0.1739,6
CARMENVI,FACULTAD DE EDUCACION,COPACABANA,LICENCIATURA EN MATEMATICAS-CARMEN DE VIBORAL,0.1739,6
APARTADO,FACULTAD DE COMUNICACIONES Y FILOLOGIA,APARTADO,COMUNICACION SOCIAL - PERIODISMO APARTADO,0.1737,6
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,ARBOLETES,DESARROLLO TERRITORIAL- TURBO,0.1737,6
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,RIONEGRO,CONTADURIA PUBLICA - CARMEN DE VIBORAL,0.1737,6
CARMENVI,FACULTAD DE CIENCIAS AGRARIAS,LA CEJA,INGENIERIA AGROPECUARIA - CARMEN DE VIBORAL,0.1733,6
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,RIONEGRO,ADMINISTRACION DE EMPRESAS - CARMEN DE VIBORAL,0.1732,6
CARMENVI,FACULTAD DE EDUCACION,RETIRO,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.1729,6
SONSON,FACULTAD NACIONAL DE SALUD PUBLICA,SONSON,ADMINISTRACION EN SALUD - SONSON,0.1728,6
APARTADO,FACULTAD DE CIENCIAS ECONOMICAS,CAREPA,GESTION EN ECOLOGIA Y TURISMO - APARTADO,0.1728,6
APARTADO,FACULTAD DE EDUCACION,APARTADO,LICENCIATURA EN EDUCACION ESPECIAL - APARTADO,0.1726,6
SEGOVIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,SEGOVIA,DERECHO SEGOVIA,0.1725,6
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,RIONEGRO,GESTION EN ECOLOGIA Y TURISMO - CARMEN DE VIBORAL,0.1723,6
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,PEDAGOGIA EN RURALIDAD Y PAZ -CARMEN DE VIBORAL,0.1722,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.1722,6
YARUMAL,FACULTAD DE COMUNICACIONES Y FILOLOGIA,YARUMAL,COMUNICACION SOCIAL - PERIODISMO YARUMAL,0.1721,6
ANDES,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,ANDES,DERECHO - ANDES,0.1721,6
SEGOVIA,FACULTAD NACIONAL DE SALUD PUBLICA,REMEDIOS,TECNOLOGIA EN ADMINISTRACION DE SERVICIOS DE SALUD-SEGOVIA,0.1719,6
CAUCASIA,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,MONTELIBANO,TECNOLOGIA EN REGENCIA DE FARMACIA - CAUCASIA,0.1719,6
YARUMAL,FACULTAD DE ARTES,CAMPAMENTO,GESTION CULTURAL - YARUMAL,0.1718,6
ANDES,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,ANDES,DERECHO - ANDES,0.1714,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.1713,6
CAUCASIA,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,CAUCASIA,TECNOLOGIA EN REGENCIA DE FARMACIA - CAUCASIA,0.1711,6
P-BERRIO,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,PUERTO BERRIO,TECNOLOGIA EN REGENCIA DE FARMACIA - PUERTO BERRIO,0.1711,6
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN MATEMATICAS-TURBO,0.1709,6
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,TARAZA,ADMINISTRACION EN SALUD-CAUCASIA,0.1707,6
APARTADO,FACULTAD DE EDUCACION,APARTADO,LICENCIATURA EN EDUCACION ESPECIAL - APARTADO,0.1707,6
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,BELLO,ADMINISTRACION EN SALUD-CAUCASIA,0.1706,6
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,CAUCASIA,ADMINISTRACION EN SALUD-CAUCASIA,0.1706,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,MONTELIBANO,GESTION EN ECOLOGIA Y TURISMO - CAUCASIA,0.1705,6
CARMENVI,FACULTAD DE EDUCACION,LA CEJA,LICENCIATURA EN CIENCIAS SOCIALES-CARMEN DE VIBORAL,0.1704,6
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,EL PENOL,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.1704,6
CAUCASIA,FACULTAD DE EDUCACION,CAUCASIA,LICENCIATURA EN EDUCACION INFANTIL - CAUCASIA,0.1704,6
CAUCASIA,FACULTAD DE EDUCACION,CACERES,LICENCIATURA EN EDUCACION INFANTIL - CAUCASIA,0.1703,6
CAUCASIA,FACULTAD DE EDUCACION,ZARAGOZA,LICENCIATURA EN EDUCACION INFANTIL - CAUCASIA,0.1701,6
SEGOVIA,FACULTAD NACIONAL DE SALUD PUBLICA,REMEDIOS,TECNOLOGIA EN ADMINISTRACION DE SERVICIOS DE SALUD-SEGOVIA,0.17,6
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA-CV,0.1699,6
CAREPA,ESCUELA DE IDIOMAS,CHIGORODO,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES - CAREPA,0.1699,6
P-BERRIO,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,PUERTO BERRIO,TECNOLOGIA EN REGENCIA DE FARMACIA - PUERTO BERRIO,0.1698,6
STAFEANT,FACULTAD DE COMUNICACIONES Y FILOLOGIA,MONTERIA,COMUNICACION SOCIAL - PERIODISMO SANTA FE DE ANTIOQUIA,0.1693,6
TURBO,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,CHIGORODO,TECNOLOGIA EN REGENCIA DE FARMACIA - TURBO,0.1693,6
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,LA UNION,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.1692,6
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,HISPANIA,ENTRENAMIENTO DEPORTIVO - ANDES,0.1692,6
CARMENVI,FACULTAD DE EDUCACION,MARINILLA,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.1691,6
ANDES,FACULTAD DE EDUCACION,JARDIN,LICENCIATURA EN CIENCIAS NATURALES - ANDES,0.1688,6
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN CIENCIAS NATURALES-TURBO,0.1687,6
STAFEANT,FACULTAD DE EDUCACION,CAUCASIA,LICENCIATURA EN MATEMATICAS - SANTA FE DE ANTIOQUIA,0.1685,6
MEDELLIN,FACULTAD DE INGENIERIA,APARTADO,INGENIERIA AMBIENTAL REGION,0.1683,6
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA-CV,0.1681,6
TURBO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA OCEANOGRAFICA - TURBO,0.168,6
P-BERRIO,FACULTAD DE CIENCIAS ECONOMICAS,PUERTO BERRIO,GESTION EN ECOLOGIA Y TURISMO - PUERTO BERRIO,0.168,6
APARTADO,FACULTAD DE CIENCIAS ECONOMICAS,CAREPA,GESTION EN ECOLOGIA Y TURISMO - APARTADO,0.168,6
CAUCASIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,CAUCASIA,DERECHO - CAUCASIA,0.168,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.1677,6
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,CAREPA,INGENIERIA AGROPECUARIA-CAREPA,0.1677,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,CONTADURIA PUBLICA- CAUCASIA,0.1676,6
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,TURBO,DESARROLLO TERRITORIAL- TURBO,0.1676,6
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,RIONEGRO,INGENIERIA DE ALIMENTOS - CARMEN DE VIBORAL,0.1676,6
CARMENVI,FACULTAD NACIONAL DE SALUD PUBLICA,LA CEJA,ADMINISTRACION AMBIENTAL Y SANITARIA-CARMEN DE VIBORAL,0.1676,6
CARMENVI,FACULTAD DE MEDICINA,MEDELLIN,TECNOLOGIA EN ATENCION PREHOSPITALARIA- CARMEN DE VIBORAL,0.1675,6
CARMENVI,FACULTAD DE ARTES,RIONEGRO,LICENCIATURA EN MUSICA-CARMEN DE VIBORAL,0.1675,6
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,CAREPA,TRABAJO SOCIAL-URABA (APARTADO),0.1674,6
CAUCASIA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,MONTELIBANO,LICENCIATURA EN EDUCACION FISICA - CAUCASIA,0.1674,6
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,CHIGORODO,ADMINISTRACION DE EMPRESAS - TURBO,0.1674,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.1672,6
CAUCASIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,ZARAGOZA,DERECHO - CAUCASIA,0.1672,6
CAUCASIA,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,CAUCASIA,TRABAJO SOCIAL - CAUCASIA,0.1671,6
TURBO,FACULTAD NACIONAL DE SALUD PUBLICA,TURBO,ADMINISTRACION AMBIENTAL Y SANITARIA- TURBO,0.1671,6
TURBO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,ADMINISTRACION AMBIENTAL Y SANITARIA- TURBO,0.1667,6
SONSON,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,SONSON,LICENCIATURA EN EDUCACION FISICA - SONSON,0.1667,6
CARMENVI,ESCUELA DE IDIOMAS,BUCARAMANGA,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES- CARMEN DE VIBORAL,0.1667,6
SEGOVIA,FACULTAD NACIONAL DE SALUD PUBLICA,REMEDIOS,TECNOLOGIA EN ADMINISTRACION DE SERVICIOS DE SALUD-SEGOVIA,0.1667,6
APARTADO,FACULTAD DE ARTES,CAREPA,LICENCIATURA EN MUSICA - APARTADO,0.1664,6
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,TURBO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.1664,6
MEDELLIN,FACULTAD DE CIENCIAS AGRARIAS,URRAO,TECNOLOGIA EN GESTION DE INSUMOS AGROPECUARIOS,0.1664,6
AMALFI,FACULTAD DE CIENCIAS ECONOMICAS,AMALFI,GESTION EN ECOLOGIA Y TURISMO - AMALFI,0.166,6
TURBO,FACULTAD DE COMUNICACIONES Y FILOLOGIA,APARTADO,COMUNICACION SOCIAL - PERIODISMO TURBO,0.166,6
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,EL CARMEN DE VIBORAL,INGENIERIA DE ALIMENTOS - CARMEN DE VIBORAL,0.1659,6
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,TURBO,DESARROLLO TERRITORIAL- TURBO,0.1659,6
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN MATEMATICAS-TURBO,0.1658,6
YARUMAL,FACULTAD DE EDUCACION,YARUMAL,LICENCIATURA EN MATEMATICAS-YARUMAL,0.1658,6
APARTADO,FACULTAD DE EDUCACION,NECOCLI,LICENCIATURA EN EDUCACION ESPECIAL - APARTADO,0.1657,6
TURBO,FACULTAD DE EDUCACION,TURBO,LICENCIATURA EN FISICA - TURBO,0.1656,6
SEGOVIA,FACULTAD NACIONAL DE SALUD PUBLICA,REMEDIOS,ADMINISTRACION AMBIENTAL Y SANITARIA- SEGOVIA,0.1656,6
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,SAN VICENTE,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.1655,6
CAUCASIA,FACULTAD DE EDUCACION,CAUCASIA,LICENCIATURA EN EDUCACION INFANTIL - CAUCASIA,0.1654,6
CAUCASIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,LA APARTADA,DERECHO - CAUCASIA,0.1652,6
TURBO,FACULTAD DE CIENCIAS ECONOMICAS,TURBO,DESARROLLO TERRITORIAL- TURBO,0.1651,6
TURBO,FACULTAD NACIONAL DE SALUD PUBLICA,SAN PEDRO DE URABA,ADMINISTRACION AMBIENTAL Y SANITARIA- TURBO,0.165,6
STAFEANT,FACULTAD DE CIENCIAS ECONOMICAS,SANTAFE DE ANTIOQUIA,CONTADURIA PUBLICA- SANTA FE DE ANTIOQUIA,0.1649,6
ANDES,FACULTAD DE CIENCIAS EXACTAS Y NATURALES,JARDIN,BIOLOGIA - ANDES,0.1648,6
SEGOVIA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,REMEDIOS,LICENCIATURA EN EDUCACION FISICA - SEGOVIA,0.1648,6
SONSON,FACULTAD DE EDUCACION,SONSON,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA SONSON,0.1647,6
CARMENVI,ESCUELA DE IDIOMAS,EL CARMEN DE VIBORAL,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES- CARMEN DE VIBORAL,0.1645,6
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,LA CEJA,CONTADURIA PUBLICA - CARMEN DE VIBORAL,0.1644,6
YARUMAL,FACULTAD DE EDUCACION,YARUMAL,LICENCIATURA EN MATEMATICAS-YARUMAL,0.1643,6
CARMENVI,FACULTAD DE CIENCIAS ECONOMICAS,LA CEJA,CONTADURIA PUBLICA - CARMEN DE VIBORAL,0.1642,6
P-BERRIO,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,PUERTO BERRIO,TECNOLOGIA EN REGENCIA DE FARMACIA - PUERTO BERRIO,0.164,6
CAUCASIA,FACULTAD DE CIENCIAS ECONOMICAS,CAUCASIA,ADMINISTRACION DE EMPRESAS - CAUCASIA,0.164,6
TURBO,FACULTAD DE EDUCACION,CAREPA,PEDAGOGIA EN RURALIDAD Y PAZ - TURBO,0.164,6
CAREPA,FACULTAD DE CIENCIAS AGRARIAS,APARTADO,INGENIERIA AGROPECUARIA-CAREPA,0.1639,6
CAUCASIA,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,CAUCASIA,TRABAJO SOCIAL - CAUCASIA,0.1639,6
TURBO,FACULTAD DE EDUCACION,CAREPA,PEDAGOGIA EN RURALIDAD Y PAZ - TURBO,0.1638,6
CARMENVI,FACULTAD DE EDUCACION,SAN CARLOS,PEDAGOGIA EN RURALIDAD Y PAZ -CARMEN DE VIBORAL,0.1636,6
YARUMAL,FACULTAD DE EDUCACION,YARUMAL,LICENCIATURA EN MATEMATICAS-YARUMAL,0.1634,6
TURBO,FACULTAD DE COMUNICACIONES Y FILOLOGIA,APARTADO,COMUNICACION SOCIAL - PERIODISMO TURBO,0.1634,6
SEGOVIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,SEGOVIA,DERECHO SEGOVIA,0.1633,6
ANDES,FACULTAD DE EDUCACION,ANDES,LICENCIATURA EN CIENCIAS NATURALES - ANDES,0.1631,6
STAFEANT,FACULTAD DE CIENCIAS ECONOMICAS,SANTAFE DE ANTIOQUIA,CONTADURIA PUBLICA- SANTA FE DE ANTIOQUIA,0.1631,6
